Accession,Release_Date,Species,Length,Geo_Location,Host,Isolation_Source,Collection_Date,GenBank_Title
AVL25608,2018-03-13T00:00:00Z,Human coronavirus NL63,377,France,Homo sapiens,,2008-02-15,nucleoprotein [Human coronavirus NL63]
AVL25609,2018-03-13T00:00:00Z,Human coronavirus NL63,377,France,Homo sapiens,,2005-02-23,nucleoprotein [Human coronavirus NL63]
AVL25610,2018-03-13T00:00:00Z,Human coronavirus NL63,377,France,Homo sapiens,,2005-01-24,nucleoprotein [Human coronavirus NL63]
AVL25611,2018-03-13T00:00:00Z,Human coronavirus NL63,377,France,Homo sapiens,,2004-12-18,nucleoprotein [Human coronavirus NL63]
AVA26877,2018-02-13T00:00:00Z,Human coronavirus NL63,377,South Korea,Homo sapiens,oronasopharynx,2014-11-25,nucleocapsid protein [Human coronavirus NL63]
ATP16771,2017-11-04T00:00:00Z,Betacoronavirus 1,448,France,Homo sapiens,,2007,nucleocapsid protein [Human coronavirus OC43]
ATP16761,2017-11-04T00:00:00Z,Betacoronavirus 1,448,France,Homo sapiens,,2002,nucleocapsid protein [Human coronavirus OC43]
ATN39868,2017-10-28T00:00:00Z,Betacoronavirus 1,448,"USA: Albuquerque, New Mexico",Homo sapiens,oronasopharynx,2016-02-01,nucleocapsid protein [Human coronavirus OC43]
ATN39883,2017-10-28T00:00:00Z,Betacoronavirus 1,448,"USA: Albuquerque, New Mexico",Homo sapiens,oronasopharynx,2017-01-17,nucleocapsid protein [Human coronavirus OC43]
ATN39876,2017-10-28T00:00:00Z,Betacoronavirus 1,448,"USA: Albuquerque, New Mexico",Homo sapiens,oronasopharynx,2017-01-03,nucleocapsid protein [Human coronavirus OC43]
AST12968,2017-08-14T00:00:00Z,Human coronavirus 229E,389,Haiti,Homo sapiens,blood,2016-03,nucleocapsid protein [Human coronavirus 229E]
ARU07572,2017-06-04T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2015,nucleocapsid protein [Human coronavirus OC43]
ARU07591,2017-06-04T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2015,nucleocapsid protein [Human coronavirus OC43]
ARU07605,2017-06-04T00:00:00Z,Human coronavirus 229E,389,USA,Homo sapiens,,2015,nucleocapsid protein [Human coronavirus 229E]
ARU07581,2017-06-04T00:00:00Z,Human coronavirus HKU1,441,USA,Homo sapiens,,2015,nucleocapsid protein [Human coronavirus HKU1]
ARU07614,2017-06-04T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2015,nucleocapsid protein [Human coronavirus OC43]
ARU07598,2017-06-04T00:00:00Z,Human coronavirus NL63,377,USA,Homo sapiens,,2015,nucleocapsid protein [Human coronavirus NL63]
ARK08646,2017-04-29T00:00:00Z,Human coronavirus 229E,389,USA,Homo sapiens,,2015,nucleocapsid protein [Human coronavirus 229E]
ARK08639,2017-04-29T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2015,nucleocapsid protein [Human coronavirus OC43]
ARK08655,2017-04-29T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2015,nucleocapsid protein [Human coronavirus OC43]
ARK08624,2017-04-29T00:00:00Z,Human coronavirus 229E,389,USA,Homo sapiens,,2016,nucleocapsid protein [Human coronavirus 229E]
ARK08665,2017-04-29T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2015,nucleocapsid protein [Human coronavirus OC43]
ARK08674,2017-04-29T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2015,nucleocapsid protein [Human coronavirus OC43]
ARK08631,2017-04-29T00:00:00Z,Human coronavirus NL63,377,USA,Homo sapiens,,2015,nucleocapsid protein [Human coronavirus NL63]
ARK08683,2017-04-29T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2015,nucleocapsid protein [Human coronavirus OC43]
ARE29994,2017-04-09T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2016,nucleocapsid protein [Human coronavirus OC43]
ARE30003,2017-04-09T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2016,nucleocapsid protein [Human coronavirus OC43]
ARE30012,2017-04-09T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2016,nucleocapsid protein [Human coronavirus OC43]
ARE29963,2017-04-09T00:00:00Z,Human coronavirus NL63,377,USA,Homo sapiens,,2016,nucleocapsid protein [Human coronavirus NL63]
ARE29969,2017-04-09T00:00:00Z,Human coronavirus NL63,377,USA,Homo sapiens,,2016,nucleocapsid protein [Human coronavirus NL63]
ARE29975,2017-04-09T00:00:00Z,Human coronavirus NL63,377,USA,Homo sapiens,,2016,nucleocapsid protein [Human coronavirus NL63]
ARE29981,2017-04-09T00:00:00Z,Human coronavirus NL63,377,USA,Homo sapiens,,2016,nucleocapsid protein [Human coronavirus NL63]
ARE29987,2017-04-09T00:00:00Z,Human coronavirus NL63,377,USA,Homo sapiens,,2016,nucleocapsid protein [Human coronavirus NL63]
ARE30021,2017-04-09T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2016,nucleocapsid protein [Human coronavirus OC43]
ARB07416,2017-03-29T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2016,nucleocapsid protein [Human coronavirus OC43]
ARB07435,2017-03-29T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2016,nucleocapsid protein [Human coronavirus OC43]
ARB07612,2017-03-29T00:00:00Z,Human coronavirus HKU1,441,USA,Homo sapiens,,2016,nucleoprotein [Human coronavirus HKU1]
ARB07621,2017-03-29T00:00:00Z,Human coronavirus HKU1,441,USA,Homo sapiens,,2016,nucleoprotein [Human coronavirus HKU1]
ARB07603,2017-03-29T00:00:00Z,Human coronavirus HKU1,441,USA,Homo sapiens,,2016,nucleoprotein [Human coronavirus HKU1]
ARB07410,2017-03-29T00:00:00Z,Human coronavirus NL63,377,USA,Homo sapiens,,2016,nucleocapsid protein [Human coronavirus NL63]
ARB07422,2017-03-29T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2016,nucleocapsid protein [Human coronavirus OC43]
ARB07403,2017-03-29T00:00:00Z,Human coronavirus NL63,377,USA,Homo sapiens,,2016,nucleocapsid protein [Human coronavirus NL63]
ARB07442,2017-03-29T00:00:00Z,Human coronavirus HKU1,441,USA,Homo sapiens,,2016,nucleocapsid phosphoprotein [Human coronavirus HKU1]
ARB07396,2017-03-29T00:00:00Z,Human coronavirus 229E,389,USA,Homo sapiens,,2016,N protein [Human coronavirus 229E]
ARB07429,2017-03-29T00:00:00Z,Human coronavirus 229E,389,USA,Homo sapiens,,2016,N protein [Human coronavirus 229E]
ARA15433,2017-03-26T00:00:00Z,Human coronavirus 229E,389,USA,Homo sapiens,,2016,N protein [Human coronavirus 229E]
ARA15425,2017-03-26T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2016,N protein [Human coronavirus OC43]
AQN78676,2017-02-18T00:00:00Z,Betacoronavirus 1,448,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-04-02,nucleocapsid protein [Human coronavirus OC43]
AQN78692,2017-02-18T00:00:00Z,Betacoronavirus 1,448,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-05-09,nucleocapsid protein [Human coronavirus OC43]
AQN78708,2017-02-18T00:00:00Z,Betacoronavirus 1,448,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-06-20,nucleocapsid protein [Human coronavirus OC43]
AQN78724,2017-02-18T00:00:00Z,Betacoronavirus 1,448,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-07-04,nucleocapsid protein [Human coronavirus OC43]
AQN78748,2017-02-18T00:00:00Z,Betacoronavirus 1,448,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-08-24,nucleocapsid protein [Human coronavirus OC43]
AQN78764,2017-02-18T00:00:00Z,Betacoronavirus 1,448,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-09-10,nucleocapsid protein [Human coronavirus OC43]
AQN78780,2017-02-18T00:00:00Z,Betacoronavirus 1,448,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2013-02-15,nucleocapsid protein [Human coronavirus OC43]
AQN78668,2017-02-18T00:00:00Z,Betacoronavirus 1,448,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-03-28,nucleocapsid protein [Human coronavirus OC43]
AQN78684,2017-02-18T00:00:00Z,Betacoronavirus 1,448,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-05-02,nucleocapsid protein [Human coronavirus OC43]
AQN78700,2017-02-18T00:00:00Z,Betacoronavirus 1,448,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-05-18,nucleocapsid protein [Human coronavirus OC43]
AQN78716,2017-02-18T00:00:00Z,Betacoronavirus 1,448,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-06-25,nucleocapsid protein [Human coronavirus OC43]
AQN78732,2017-02-18T00:00:00Z,Betacoronavirus 1,448,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-07-16,nucleocapsid protein [Human coronavirus OC43]
AQN78740,2017-02-18T00:00:00Z,Betacoronavirus 1,448,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-08-01,nucleocapsid protein [Human coronavirus OC43]
AQN78756,2017-02-18T00:00:00Z,Betacoronavirus 1,448,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-08-27,nucleocapsid protein [Human coronavirus OC43]
AQN78772,2017-02-18T00:00:00Z,Betacoronavirus 1,448,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2013-01-02,nucleocapsid protein [Human coronavirus OC43]
AQN78660,2017-02-18T00:00:00Z,Betacoronavirus 1,448,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-02-22,nucleocapsid protein [Human coronavirus OC43]
APF29067,2016-12-03T00:00:00Z,Human coronavirus NL63,377,Haiti,Homo sapiens,blood,2015-01-22,nucleocapsid protein [Human coronavirus NL63]
APF29065,2016-12-03T00:00:00Z,Human coronavirus NL63,377,Haiti,Homo sapiens,blood,2015-01-21,nucleocapsid protein [Human coronavirus NL63]
APF29075,2016-12-03T00:00:00Z,Human coronavirus NL63,377,USA,Homo sapiens,oronasopharynx,2015-09,nucleocapsid protein [Human coronavirus NL63]
APF29069,2016-12-03T00:00:00Z,Human coronavirus NL63,377,Haiti,Homo sapiens,blood,2015-01-27,nucleocapsid protein [Human coronavirus NL63]
AOL02457,2016-09-11T00:00:00Z,Betacoronavirus 1,448,Mexico,Homo sapiens,oronasopharynx,2011-02-09,nucleocapsid protein [Human coronavirus OC43]
ANU06088,2016-07-25T00:00:00Z,Human coronavirus NL63,377,USA,Homo sapiens,oronasopharynx,2015-09-01,nucleocapsid protein [Human coronavirus NL63]
ANN12606,2016-06-26T00:00:00Z,Human coronavirus 229E,175,India,Homo sapiens,oronasopharynx,2012-05,"nucleocapsid protein, partial [Human coronavirus 229E]"
ANN12607,2016-06-26T00:00:00Z,Human coronavirus 229E,218,India,Homo sapiens,oronasopharynx,2014-02,"nucleocapsid protein, partial [Human coronavirus 229E]"
AMN88690,2016-03-09T00:00:00Z,Human coronavirus HKU1,441,China,Homo sapiens,oronasopharynx,2009-04-23,nucleocapsid phosphoprotein [Human coronavirus HKU1]
AMM42526,2016-03-09T00:00:00Z,Human coronavirus 229E,393,Malaysia,Homo sapiens,,2013,"nucleocapsid protein, partial [Human coronavirus 229E]"
AMM42520,2016-03-09T00:00:00Z,Human coronavirus 229E,393,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus 229E]"
AMM42524,2016-03-09T00:00:00Z,Human coronavirus 229E,393,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus 229E]"
AMM42518,2016-03-09T00:00:00Z,Human coronavirus 229E,393,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus 229E]"
AMM42588,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42513,2016-03-09T00:00:00Z,Human coronavirus 229E,393,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus 229E]"
AMM42514,2016-03-09T00:00:00Z,Human coronavirus 229E,389,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus 229E]"
AMM42516,2016-03-09T00:00:00Z,Human coronavirus 229E,393,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus 229E]"
AMM42517,2016-03-09T00:00:00Z,Human coronavirus 229E,393,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus 229E]"
AMM42521,2016-03-09T00:00:00Z,Human coronavirus 229E,389,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus 229E]"
AMM42522,2016-03-09T00:00:00Z,Human coronavirus 229E,393,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus 229E]"
AMM42523,2016-03-09T00:00:00Z,Human coronavirus 229E,393,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus 229E]"
AMM42527,2016-03-09T00:00:00Z,Human coronavirus 229E,389,Malaysia,Homo sapiens,,2013,"nucleocapsid protein, partial [Human coronavirus 229E]"
AMM42528,2016-03-09T00:00:00Z,Human coronavirus 229E,388,Malaysia,Homo sapiens,,2013,"nucleocapsid protein, partial [Human coronavirus 229E]"
AMM42512,2016-03-09T00:00:00Z,Human coronavirus 229E,393,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus 229E]"
AMM42515,2016-03-09T00:00:00Z,Human coronavirus 229E,393,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus 229E]"
AMN88698,2016-03-09T00:00:00Z,Human coronavirus HKU1,441,China,Homo sapiens,oronasopharynx,2009-04-23,nucleocapsid phosphoprotein [Human coronavirus HKU1]
AMM42611,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42620,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42621,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42623,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42624,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42625,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42626,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42627,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2013,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42628,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2013,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42629,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2013,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42630,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2013,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42589,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42590,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42593,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42595,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42598,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42601,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42602,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42603,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42613,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42615,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42591,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42592,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42605,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42609,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42614,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42616,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42596,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42597,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42600,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42607,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42608,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42617,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42618,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42622,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42604,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42610,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42619,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42606,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42525,2016-03-09T00:00:00Z,Human coronavirus 229E,393,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus 229E]"
AMM42594,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42612,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42599,2016-03-09T00:00:00Z,Human coronavirus NL63,377,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus NL63]"
AMM42519,2016-03-09T00:00:00Z,Human coronavirus 229E,393,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus 229E]"
AMM42511,2016-03-09T00:00:00Z,Human coronavirus 229E,393,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus 229E]"
AMM42443,2016-03-05T00:00:00Z,Betacoronavirus 1,448,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus OC43]"
AMM42444,2016-03-05T00:00:00Z,Betacoronavirus 1,448,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus OC43]"
AMM42376,2016-03-05T00:00:00Z,Human coronavirus HKU1,441,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus HKU1]"
AMM42446,2016-03-05T00:00:00Z,Betacoronavirus 1,448,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus OC43]"
AMM42459,2016-03-05T00:00:00Z,Betacoronavirus 1,448,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus OC43]"
AMM42460,2016-03-05T00:00:00Z,Betacoronavirus 1,448,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus OC43]"
AMM42392,2016-03-05T00:00:00Z,Human coronavirus HKU1,441,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus HKU1]"
AMM42394,2016-03-05T00:00:00Z,Human coronavirus HKU1,441,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus HKU1]"
AMM42465,2016-03-05T00:00:00Z,Betacoronavirus 1,448,Malaysia,Homo sapiens,,2013,"nucleocapsid protein, partial [Human coronavirus OC43]"
AMM42380,2016-03-05T00:00:00Z,Human coronavirus HKU1,441,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus HKU1]"
AMM42381,2016-03-05T00:00:00Z,Human coronavirus HKU1,441,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus HKU1]"
AMM42382,2016-03-05T00:00:00Z,Human coronavirus HKU1,441,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus HKU1]"
AMM42389,2016-03-05T00:00:00Z,Human coronavirus HKU1,441,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus HKU1]"
AMM42377,2016-03-05T00:00:00Z,Human coronavirus HKU1,441,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus HKU1]"
AMM42378,2016-03-05T00:00:00Z,Human coronavirus HKU1,441,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus HKU1]"
AMM42451,2016-03-05T00:00:00Z,Betacoronavirus 1,448,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus OC43]"
AMM42383,2016-03-05T00:00:00Z,Human coronavirus HKU1,441,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus HKU1]"
AMM42453,2016-03-05T00:00:00Z,Betacoronavirus 1,448,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus OC43]"
AMM42385,2016-03-05T00:00:00Z,Human coronavirus HKU1,441,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus HKU1]"
AMM42455,2016-03-05T00:00:00Z,Betacoronavirus 1,448,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus OC43]"
AMM42387,2016-03-05T00:00:00Z,Human coronavirus HKU1,441,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus HKU1]"
AMM42456,2016-03-05T00:00:00Z,Betacoronavirus 1,448,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus OC43]"
AMM42391,2016-03-05T00:00:00Z,Human coronavirus HKU1,441,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus HKU1]"
AMM42461,2016-03-05T00:00:00Z,Betacoronavirus 1,448,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus OC43]"
AMM42462,2016-03-05T00:00:00Z,Betacoronavirus 1,448,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus OC43]"
AMM42463,2016-03-05T00:00:00Z,Betacoronavirus 1,448,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus OC43]"
AMM42395,2016-03-05T00:00:00Z,Human coronavirus HKU1,441,Malaysia,Homo sapiens,,2013,"nucleocapsid protein, partial [Human coronavirus HKU1]"
AMM42397,2016-03-05T00:00:00Z,Human coronavirus HKU1,441,Malaysia,Homo sapiens,,2013,"nucleocapsid protein, partial [Human coronavirus HKU1]"
AMM42445,2016-03-05T00:00:00Z,Betacoronavirus 1,448,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus OC43]"
AMM42450,2016-03-05T00:00:00Z,Betacoronavirus 1,448,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus OC43]"
AMM42379,2016-03-05T00:00:00Z,Human coronavirus HKU1,441,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus HKU1]"
AMM42452,2016-03-05T00:00:00Z,Betacoronavirus 1,448,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus OC43]"
AMM42384,2016-03-05T00:00:00Z,Human coronavirus HKU1,441,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus HKU1]"
AMM42454,2016-03-05T00:00:00Z,Betacoronavirus 1,448,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus OC43]"
AMM42386,2016-03-05T00:00:00Z,Human coronavirus HKU1,441,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus HKU1]"
AMM42388,2016-03-05T00:00:00Z,Human coronavirus HKU1,441,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus HKU1]"
AMM42390,2016-03-05T00:00:00Z,Human coronavirus HKU1,441,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus HKU1]"
AMM42393,2016-03-05T00:00:00Z,Human coronavirus HKU1,441,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus HKU1]"
AMM42464,2016-03-05T00:00:00Z,Betacoronavirus 1,448,Malaysia,Homo sapiens,,2013,"nucleocapsid protein, partial [Human coronavirus OC43]"
AMM42396,2016-03-05T00:00:00Z,Human coronavirus HKU1,441,Malaysia,Homo sapiens,,2013,"nucleocapsid protein, partial [Human coronavirus HKU1]"
AMM42448,2016-03-05T00:00:00Z,Betacoronavirus 1,448,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus OC43]"
AMM42449,2016-03-05T00:00:00Z,Betacoronavirus 1,448,Malaysia,Homo sapiens,,2012,"nucleocapsid protein, partial [Human coronavirus OC43]"
