Accession,Release_Date,Species,Length,Geo_Location,Host,Isolation_Source,Collection_Date,GenBank_Title,Protein_Type
QHU79201,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,419,USA: WA,Homo sapiens,oronasopharynx,2020-01-25,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],nucleocapsid phosphoprotein
QHU36831,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,419,"China: Hubei, Wuhan",Homo sapiens,lung,2019-12-23,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],nucleocapsid phosphoprotein
QHU36841,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,419,"China: Hubei, Wuhan",Homo sapiens,lung,2019-12-30,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],nucleocapsid phosphoprotein
QHU79181,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,419,Finland,Homo sapiens,,2020-01-29,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],nucleocapsid phosphoprotein
QHU36871,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,419,"China: Hubei, Wuhan",Homo sapiens,lung,2020-01-01,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],nucleocapsid phosphoprotein
QHU36851,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,419,"China: Hubei, Wuhan",Homo sapiens,lung,2019-12-30,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],nucleocapsid phosphoprotein
QHU36861,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,419,"China: Hubei, Wuhan",Homo sapiens,lung,2019-12-30,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],nucleocapsid phosphoprotein
QHU79211,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,419,USA: WA,Homo sapiens,oronasopharynx,2020-01-25,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],nucleocapsid phosphoprotein
QHR84456,2020-01-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,419,Australia: Victoria,Homo sapiens,,2020-01-25,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],nucleocapsid phosphoprotein
QHR63258,2020-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,419,China: Wuhan,Homo sapiens,lung,2019-12-30,nucleocapsid protein [Severe acute respiratory syndrome coronavirus 2],nucleocapsid protein
QHR63268,2020-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,419,China: Wuhan,Homo sapiens,lung,2019-12-30,nucleocapsid protein [Severe acute respiratory syndrome coronavirus 2],nucleocapsid protein
QHR63278,2020-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,419,China: Wuhan,Homo sapiens,lung,2019-12-30,nucleocapsid protein [Severe acute respiratory syndrome coronavirus 2],nucleocapsid protein
QHR63288,2020-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,419,China: Wuhan,Homo sapiens,lung,2019-12-30,nucleocapsid protein [Severe acute respiratory syndrome coronavirus 2],nucleocapsid protein
QHR63298,2020-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,419,China: Wuhan,Homo sapiens,lung,2019-12-30,nucleocapsid protein [Severe acute respiratory syndrome coronavirus 2],nucleocapsid protein
QHO62115,2020-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,419,China,Homo sapiens,,2020-01-02,nucleocapsid protein [Severe acute respiratory syndrome coronavirus 2],nucleocapsid protein
QHQ82471,2020-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,419,USA: AZ,Homo sapiens,feces,2020-01-22,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],nucleocapsid phosphoprotein
QHQ71970,2020-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,419,USA: CA,Homo sapiens,oronasopharynx,2020-01-23,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],nucleocapsid phosphoprotein
QHQ71980,2020-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,419,USA: CA,Homo sapiens,oronasopharynx,2020-01-22,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],nucleocapsid phosphoprotein
QHO62110,2020-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,419,China,Homo sapiens,,2020-01-02,nucleocapsid protein [Severe acute respiratory syndrome coronavirus 2],nucleocapsid protein
QHO62884,2020-01-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,419,USA: Illinois,Homo sapiens,"lung, oronasopharynx",2020-01-21,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],nucleocapsid phosphoprotein
QHN73802,2020-01-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,419,China: Shenzhen,Homo sapiens,oronasopharynx,2020-01-10,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],nucleocapsid phosphoprotein
QHN73817,2020-01-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,419,China,Homo sapiens,"lung, oronasopharynx",2020-01-11,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],nucleocapsid phosphoprotein
QHO60601,2020-01-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,419,USA,Homo sapiens,oronasopharynx,2020-01-19,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],nucleocapsid phosphoprotein
QHD43423,2020-01-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,419,China,Homo sapiens,,2019-12,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],nucleocapsid phosphoprotein
QEO75989,2019-09-16T00:00:00Z,Human coronavirus 229E,383,USA,Homo sapiens,,2018,nucleocapsid protein [Human coronavirus 229E],nucleocapsid protein
QEG03778,2019-08-25T00:00:00Z,Betacoronavirus 1,447,USA,Homo sapiens,,2019,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
QEG03805,2019-08-25T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2019,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
QEG03752,2019-08-25T00:00:00Z,Human coronavirus NL63,377,USA,Homo sapiens,,2019,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
QEG03761,2019-08-25T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2019,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
QEG03771,2019-08-25T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2019,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
QEG03798,2019-08-25T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2019,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
QEG03818,2019-08-25T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2019,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
QEG03744,2019-08-25T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2019,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
QEG03789,2019-08-25T00:00:00Z,Human coronavirus 229E,389,USA,Homo sapiens,,2019,nucleocapsid protein [Human coronavirus 229E],nucleocapsid protein
QEG03735,2019-08-25T00:00:00Z,Human coronavirus NL63,377,USA,Homo sapiens,,2018,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
QED88044,2019-08-20T00:00:00Z,Human coronavirus NL63,377,China,Homo sapiens,oronasopharynx,2018-07-25,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
QED88037,2019-08-20T00:00:00Z,Human coronavirus NL63,377,China,Homo sapiens,oronasopharynx,2018-09-01,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
QED88016,2019-08-20T00:00:00Z,Human coronavirus NL63,377,China,Homo sapiens,oronasopharynx,2018-08-15,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
QED88023,2019-08-20T00:00:00Z,Human coronavirus NL63,377,China,Homo sapiens,oronasopharynx,2018-07-13,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
QED88030,2019-08-20T00:00:00Z,Human coronavirus NL63,377,China,Homo sapiens,oronasopharynx,2018-08-14,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
QDH43732,2019-07-07T00:00:00Z,Human coronavirus NL63,295,Kenya,Homo sapiens,oronasopharynx,2018-01-29,"nucleocapsid protein, partial [Human coronavirus NL63]","nucleocapsid protein, partial"
ANZ78866,2019-02-28T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2014-04,N protein [Human coronavirus OC43],N protein
ANZ78876,2019-02-28T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2015-06,N protein [Human coronavirus OC43],N protein
ANZ78881,2019-02-28T00:00:00Z,Betacoronavirus 1,448,China: Shenzhen,Homo sapiens,"lung, oronasopharynx",2014,N protein [Human coronavirus OC43],N protein
ANZ78870,2019-02-28T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2013-08,N protein [Human coronavirus OC43],N protein
ANZ78872,2019-02-28T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2014-04,N protein [Human coronavirus OC43],N protein
ANZ78874,2019-02-28T00:00:00Z,Betacoronavirus 1,447,China: Beijing,Homo sapiens,oronasopharynx,2015-05,N protein [Human coronavirus OC43],N protein
ANZ78878,2019-02-28T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2015-06,N protein [Human coronavirus OC43],N protein
ANZ78871,2019-02-28T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2014-04,N protein [Human coronavirus OC43],N protein
ANZ78873,2019-02-28T00:00:00Z,Betacoronavirus 1,447,China: Beijing,Homo sapiens,oronasopharynx,2015-04,N protein [Human coronavirus OC43],N protein
ANZ78879,2019-02-28T00:00:00Z,Betacoronavirus 1,447,China: Beijing,Homo sapiens,oronasopharynx,2015-07,N protein [Human coronavirus OC43],N protein
ANZ78868,2019-02-28T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2014-05,N protein [Human coronavirus OC43],N protein
ANZ78875,2019-02-28T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2015-06,N protein [Human coronavirus OC43],N protein
ANZ78869,2019-02-28T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2014-05,N protein [Human coronavirus OC43],N protein
ANZ78877,2019-02-28T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2015-06,N protein [Human coronavirus OC43],N protein
ANZ78867,2019-02-28T00:00:00Z,Betacoronavirus 1,448,China: Beijing,Homo sapiens,oronasopharynx,2014-04,N protein [Human coronavirus OC43],N protein
ANZ78880,2019-02-28T00:00:00Z,Betacoronavirus 1,448,China: Harbin,Homo sapiens,"lung, oronasopharynx",2014,N protein [Human coronavirus OC43],N protein
AZS52622,2019-01-09T00:00:00Z,Human coronavirus HKU1,441,USA,Homo sapiens,,2017,nucleocapsid protein [Human coronavirus HKU1],nucleocapsid protein
AZP73844,2018-12-25T00:00:00Z,Betacoronavirus 1,448,"USA: Little Rock, Arkansas",Homo sapiens,oronasopharynx,2016-12-19,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
AYN64565,2018-10-29T00:00:00Z,Human coronavirus HKU1,441,Thailand,Homo sapiens,,2017-06-04,nucleocapsid phosphoprotein [Human coronavirus HKU1],nucleocapsid phosphoprotein
AIW52801,2018-08-31T00:00:00Z,Human coronavirus NL63,377,China,Homo sapiens,,2008,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
AIW52802,2018-08-31T00:00:00Z,Human coronavirus NL63,377,China,Homo sapiens,,2008,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
AIW52720,2018-08-31T00:00:00Z,Human coronavirus 229E,389,China,Homo sapiens,oronasopharynx,2005,nucleocapsid protein [Human coronavirus 229E],nucleocapsid protein
AIW52793,2018-08-31T00:00:00Z,Human coronavirus NL63,377,China,Homo sapiens,,2007,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
AIW52794,2018-08-31T00:00:00Z,Human coronavirus NL63,377,China,Homo sapiens,,2007,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
AIW52796,2018-08-31T00:00:00Z,Human coronavirus NL63,377,China,Homo sapiens,,2008,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
AIW52800,2018-08-31T00:00:00Z,Human coronavirus NL63,377,China,Homo sapiens,,2008,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
AIW52723,2018-08-31T00:00:00Z,Human coronavirus 229E,389,China,Homo sapiens,,2009,nucleoprotein [Human coronavirus 229E],nucleoprotein
AIW52725,2018-08-31T00:00:00Z,Human coronavirus 229E,389,China,Homo sapiens,,2011,nucleoprotein [Human coronavirus 229E],nucleoprotein
AIW52807,2018-08-31T00:00:00Z,Human coronavirus NL63,377,China,Homo sapiens,,2010,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
AIW52808,2018-08-31T00:00:00Z,Human coronavirus NL63,377,China,Homo sapiens,,2009,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
AIW52719,2018-08-31T00:00:00Z,Human coronavirus 229E,389,China,Homo sapiens,oronasopharynx,2009,nucleocapsid protein [Human coronavirus 229E],nucleocapsid protein
AIW52795,2018-08-31T00:00:00Z,Human coronavirus NL63,377,China,Homo sapiens,,2008,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
AIW52702,2018-08-31T00:00:00Z,Human coronavirus 229E,389,China,Homo sapiens,oronasopharynx,2009,nucleocapsid protein [Human coronavirus 229E],nucleocapsid protein
AIW52709,2018-08-31T00:00:00Z,Human coronavirus 229E,389,China,Homo sapiens,oronasopharynx,2011,nucleocapsid protein [Human coronavirus 229E],nucleocapsid protein
AIW52789,2018-08-31T00:00:00Z,Human coronavirus NL63,377,China,Homo sapiens,,2007,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
AIW52803,2018-08-31T00:00:00Z,Human coronavirus NL63,377,China,Homo sapiens,,2008,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
AIW52804,2018-08-31T00:00:00Z,Human coronavirus NL63,377,China,Homo sapiens,,2008,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
AIW52699,2018-08-31T00:00:00Z,Human coronavirus 229E,389,China,Homo sapiens,oronasopharynx,2009,nucleocapsid protein [Human coronavirus 229E],nucleocapsid protein
AIW52703,2018-08-31T00:00:00Z,Human coronavirus 229E,389,China,Homo sapiens,oronasopharynx,2010,nucleocapsid protein [Human coronavirus 229E],nucleocapsid protein
AIW52705,2018-08-31T00:00:00Z,Human coronavirus 229E,389,China,Homo sapiens,oronasopharynx,2010,nucleocapsid protein [Human coronavirus 229E],nucleocapsid protein
AIW52706,2018-08-31T00:00:00Z,Human coronavirus 229E,389,China,Homo sapiens,oronasopharynx,2010,nucleocapsid protein [Human coronavirus 229E],nucleocapsid protein
AIW52710,2018-08-31T00:00:00Z,Human coronavirus 229E,389,China,Homo sapiens,oronasopharynx,2011,nucleocapsid protein [Human coronavirus 229E],nucleocapsid protein
AIW52711,2018-08-31T00:00:00Z,Human coronavirus 229E,389,China,Homo sapiens,oronasopharynx,2007,nucleocapsid protein [Human coronavirus 229E],nucleocapsid protein
AIW52712,2018-08-31T00:00:00Z,Human coronavirus 229E,389,China,Homo sapiens,oronasopharynx,2007,nucleocapsid protein [Human coronavirus 229E],nucleocapsid protein
AIW52713,2018-08-31T00:00:00Z,Human coronavirus 229E,389,China,Homo sapiens,oronasopharynx,2008,nucleocapsid protein [Human coronavirus 229E],nucleocapsid protein
AIW52717,2018-08-31T00:00:00Z,Human coronavirus 229E,389,China,Homo sapiens,oronasopharynx,2009,nucleocapsid protein [Human coronavirus 229E],nucleocapsid protein
AIW52724,2018-08-31T00:00:00Z,Human coronavirus 229E,389,China,Homo sapiens,,2009,nucleoprotein [Human coronavirus 229E],nucleoprotein
AIW52726,2018-08-31T00:00:00Z,Human coronavirus 229E,389,China,Homo sapiens,,2011,nucleoprotein [Human coronavirus 229E],nucleoprotein
AIW52727,2018-08-31T00:00:00Z,Human coronavirus 229E,389,China,Homo sapiens,oronasopharynx,2009,nucleoprotein [Human coronavirus 229E],nucleoprotein
AIW52790,2018-08-31T00:00:00Z,Human coronavirus NL63,377,China,Homo sapiens,,2007,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
AIW52797,2018-08-31T00:00:00Z,Human coronavirus NL63,377,China,Homo sapiens,,2008,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
AIW52788,2018-08-31T00:00:00Z,Human coronavirus NL63,377,China,Homo sapiens,,2007,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
AIW52698,2018-08-31T00:00:00Z,Human coronavirus 229E,389,China,Homo sapiens,oronasopharynx,2009,nucleocapsid protein [Human coronavirus 229E],nucleocapsid protein
AIW52704,2018-08-31T00:00:00Z,Human coronavirus 229E,389,China,Homo sapiens,oronasopharynx,2010,nucleocapsid protein [Human coronavirus 229E],nucleocapsid protein
AIW52716,2018-08-31T00:00:00Z,Human coronavirus 229E,389,China,Homo sapiens,oronasopharynx,2005,nucleocapsid protein [Human coronavirus 229E],nucleocapsid protein
AIW52718,2018-08-31T00:00:00Z,Human coronavirus 229E,389,China,Homo sapiens,oronasopharynx,2009,nucleocapsid protein [Human coronavirus 229E],nucleocapsid protein
AIW52798,2018-08-31T00:00:00Z,Human coronavirus NL63,377,China,Homo sapiens,,2008,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
AIW52701,2018-08-31T00:00:00Z,Human coronavirus 229E,389,China,Homo sapiens,oronasopharynx,2009,nucleocapsid protein [Human coronavirus 229E],nucleocapsid protein
AIW52806,2018-08-31T00:00:00Z,Human coronavirus NL63,377,China,Homo sapiens,,2008,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
AIW52708,2018-08-31T00:00:00Z,Human coronavirus 229E,389,China,Homo sapiens,oronasopharynx,2010,nucleocapsid protein [Human coronavirus 229E],nucleocapsid protein
AIW52715,2018-08-31T00:00:00Z,Human coronavirus 229E,389,China,Homo sapiens,oronasopharynx,2008,nucleocapsid protein [Human coronavirus 229E],nucleocapsid protein
AIW52722,2018-08-31T00:00:00Z,Human coronavirus 229E,389,China,Homo sapiens,,2009,nucleoprotein [Human coronavirus 229E],nucleoprotein
AIW52707,2018-08-31T00:00:00Z,Human coronavirus 229E,389,China,Homo sapiens,oronasopharynx,2010,nucleocapsid protein [Human coronavirus 229E],nucleocapsid protein
AIW52721,2018-08-31T00:00:00Z,Human coronavirus 229E,389,China,Homo sapiens,oronasopharynx,2011,nucleocapsid protein [Human coronavirus 229E],nucleocapsid protein
AIW52805,2018-08-31T00:00:00Z,Human coronavirus NL63,377,China,Homo sapiens,,2008,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
AIW52714,2018-08-31T00:00:00Z,Human coronavirus 229E,389,China,Homo sapiens,oronasopharynx,2008,nucleocapsid protein [Human coronavirus 229E],nucleocapsid protein
AIW52791,2018-08-31T00:00:00Z,Human coronavirus NL63,377,China,Homo sapiens,,2007,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
AIW52792,2018-08-31T00:00:00Z,Human coronavirus NL63,377,China,Homo sapiens,,2007,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
AIW52799,2018-08-31T00:00:00Z,Human coronavirus NL63,377,China,Homo sapiens,,2008,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
AIW52700,2018-08-31T00:00:00Z,Human coronavirus 229E,389,China,Homo sapiens,oronasopharynx,2009,nucleocapsid protein [Human coronavirus 229E],nucleocapsid protein
AWW13570,2018-07-02T00:00:00Z,Betacoronavirus 1,448,Cote d'Ivoire,Homo sapiens,,2016-12-10,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
AWW13579,2018-07-02T00:00:00Z,Betacoronavirus 1,448,Cote d'Ivoire,Homo sapiens,,2016-12-10,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
AWK59959,2018-05-22T00:00:00Z,Human coronavirus NL63,377,Kenya,Homo sapiens,,2010-06-01,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
AWK59941,2018-05-22T00:00:00Z,Human coronavirus NL63,377,Kenya,Homo sapiens,,2010-06-01,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
AWK59953,2018-05-22T00:00:00Z,Human coronavirus NL63,377,Kenya,Homo sapiens,,2010-05-11,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
AWK59977,2018-05-22T00:00:00Z,Human coronavirus NL63,377,Kenya,Homo sapiens,,2010-05-24,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
AWK59935,2018-05-22T00:00:00Z,Human coronavirus NL63,377,Kenya,Homo sapiens,,2010-05-19,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
AWK59965,2018-05-22T00:00:00Z,Human coronavirus NL63,377,Kenya,Homo sapiens,,2010-05-20,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
AWK59971,2018-05-22T00:00:00Z,Human coronavirus NL63,377,Kenya,Homo sapiens,,2010-05-21,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
AWK59947,2018-05-22T00:00:00Z,Human coronavirus NL63,377,Kenya,Homo sapiens,,2010-06-04,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
AWK59983,2018-05-22T00:00:00Z,Human coronavirus NL63,377,Kenya,Homo sapiens,,2010-05-20,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
AVQ05268,2018-03-31T00:00:00Z,Betacoronavirus 1,448,"USA: Little Rock, Arkansas",Homo sapiens,oronasopharynx,2016-03-07,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
AVL25612,2018-03-13T00:00:00Z,Human coronavirus NL63,377,France,Homo sapiens,,2004-10-11,nucleoprotein [Human coronavirus NL63],nucleoprotein
AVL25603,2018-03-13T00:00:00Z,Human coronavirus NL63,377,France,Homo sapiens,,2010-12-17,nucleoprotein [Human coronavirus NL63],nucleoprotein
AVL25593,2018-03-13T00:00:00Z,Human coronavirus NL63,377,France,Homo sapiens,,2015-02-15,nucleoprotein [Human coronavirus NL63],nucleoprotein
AVL25597,2018-03-13T00:00:00Z,Human coronavirus NL63,377,France,Homo sapiens,,2013-02-01,nucleoprotein [Human coronavirus NL63],nucleoprotein
AVL25601,2018-03-13T00:00:00Z,Human coronavirus NL63,377,France,Homo sapiens,,2011-10-08,nucleoprotein [Human coronavirus NL63],nucleoprotein
AVL25604,2018-03-13T00:00:00Z,Human coronavirus NL63,377,France,Homo sapiens,,2010-10-05,nucleoprotein [Human coronavirus NL63],nucleoprotein
AVL25605,2018-03-13T00:00:00Z,Human coronavirus NL63,377,France,Homo sapiens,,2009-04-24,nucleoprotein [Human coronavirus NL63],nucleoprotein
AVL25607,2018-03-13T00:00:00Z,Human coronavirus NL63,377,France,Homo sapiens,,2008-02-19,nucleoprotein [Human coronavirus NL63],nucleoprotein
AVL25594,2018-03-13T00:00:00Z,Human coronavirus NL63,377,France,Homo sapiens,,2015-01-05,nucleoprotein [Human coronavirus NL63],nucleoprotein
AVL25595,2018-03-13T00:00:00Z,Human coronavirus NL63,377,France,Homo sapiens,,2014-01-03,nucleoprotein [Human coronavirus NL63],nucleoprotein
AVL25596,2018-03-13T00:00:00Z,Human coronavirus NL63,377,France,Homo sapiens,,2014-03-16,nucleoprotein [Human coronavirus NL63],nucleoprotein
AVL25598,2018-03-13T00:00:00Z,Human coronavirus NL63,377,France,Homo sapiens,,2013-03-20,nucleoprotein [Human coronavirus NL63],nucleoprotein
AVL25599,2018-03-13T00:00:00Z,Human coronavirus NL63,377,France,Homo sapiens,,2012-02-17,nucleoprotein [Human coronavirus NL63],nucleoprotein
AVL25600,2018-03-13T00:00:00Z,Human coronavirus NL63,377,France,Homo sapiens,,2012-02-01,nucleoprotein [Human coronavirus NL63],nucleoprotein
AVL25602,2018-03-13T00:00:00Z,Human coronavirus NL63,377,France,Homo sapiens,,2011-02-21,nucleoprotein [Human coronavirus NL63],nucleoprotein
AVL25606,2018-03-13T00:00:00Z,Human coronavirus NL63,377,France,Homo sapiens,,2009-01-08,nucleoprotein [Human coronavirus NL63],nucleoprotein
AVL25608,2018-03-13T00:00:00Z,Human coronavirus NL63,377,France,Homo sapiens,,2008-02-15,nucleoprotein [Human coronavirus NL63],nucleoprotein
AVL25609,2018-03-13T00:00:00Z,Human coronavirus NL63,377,France,Homo sapiens,,2005-02-23,nucleoprotein [Human coronavirus NL63],nucleoprotein
AVL25610,2018-03-13T00:00:00Z,Human coronavirus NL63,377,France,Homo sapiens,,2005-01-24,nucleoprotein [Human coronavirus NL63],nucleoprotein
AVL25611,2018-03-13T00:00:00Z,Human coronavirus NL63,377,France,Homo sapiens,,2004-12-18,nucleoprotein [Human coronavirus NL63],nucleoprotein
AVA26877,2018-02-13T00:00:00Z,Human coronavirus NL63,377,South Korea,Homo sapiens,oronasopharynx,2014-11-25,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
ATP16771,2017-11-04T00:00:00Z,Betacoronavirus 1,448,France,Homo sapiens,,2007,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
ATP16761,2017-11-04T00:00:00Z,Betacoronavirus 1,448,France,Homo sapiens,,2002,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
ATN39868,2017-10-28T00:00:00Z,Betacoronavirus 1,448,"USA: Albuquerque, New Mexico",Homo sapiens,oronasopharynx,2016-02-01,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
ATN39883,2017-10-28T00:00:00Z,Betacoronavirus 1,448,"USA: Albuquerque, New Mexico",Homo sapiens,oronasopharynx,2017-01-17,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
ATN39876,2017-10-28T00:00:00Z,Betacoronavirus 1,448,"USA: Albuquerque, New Mexico",Homo sapiens,oronasopharynx,2017-01-03,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
AST12968,2017-08-14T00:00:00Z,Human coronavirus 229E,389,Haiti,Homo sapiens,blood,2016-03,nucleocapsid protein [Human coronavirus 229E],nucleocapsid protein
ARU07572,2017-06-04T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2015,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
ARU07591,2017-06-04T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2015,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
ARU07605,2017-06-04T00:00:00Z,Human coronavirus 229E,389,USA,Homo sapiens,,2015,nucleocapsid protein [Human coronavirus 229E],nucleocapsid protein
ARU07581,2017-06-04T00:00:00Z,Human coronavirus HKU1,441,USA,Homo sapiens,,2015,nucleocapsid protein [Human coronavirus HKU1],nucleocapsid protein
ARU07614,2017-06-04T00:00:00Z,Betacoronavirus 1,448,USA,Homo sapiens,,2015,nucleocapsid protein [Human coronavirus OC43],nucleocapsid protein
ARU07598,2017-06-04T00:00:00Z,Human coronavirus NL63,377,USA,Homo sapiens,,2015,nucleocapsid protein [Human coronavirus NL63],nucleocapsid protein
ARK08646,2017-04-29T00:00:00Z,Human coronavirus 229E,389,USA,Homo sapiens,,2015,nucleocapsid protein [Human coronavirus 229E],nucleocapsid protein
